,appln_id,appln_abstract_lg,appln_abstract
802,35953403,en,"PURPOSE:To obtain a small-sized compound semiconductor device having a protective circuit of uniform withstand voltage characteristics by a method wherein a p-n junction diode, to which an inverse bias is applied, is formed under the lower part of an electrode which is wanted to protect. CONSTITUTION:A p-type GaxAl(1-x)As layer 4 and an n-type GaAs layer 5 are formed on a semi-insulative GaAs substrate 1. Moreover, a MOSFET Q1 is formed on an upper layer of the layer 5. There is a via hole part 3 in the substrate 1 under a drain electrode 6 and the layer 4 is earthed through a metal layer 2 for rear grounding use. If a positive voltage VDS is applied to this electrode 6, an inverse bias is applied to a p-n junction diode DD being formed of the layers 4 and 5. Now, if an excessive voltage V is applied to the electrode 6, a voltage of a reverse withstand voltage VV or larger due to the avalanche breakdown of the p-n junction diode DD results in not being applied to the FET Q1."
803,35953404,en,"PURPOSE:To obtain a high-purity protein having fibrinolysis activity even by oral administration by subjecting an aqueous extract of NATTO (fermented soybean) to alcohol fractionation and purifying precipitate by hydrophobic chromatography. CONSTITUTION:An aqueous extract of NATTO or a culture mixture of NATTO is subjected to alcohol fractionation and/or salting-out and precipitate is purified by chromatography including at least one process of hydrophobic chromatography. In this way, a protein which comprises a polypeptide having an amino acid sequence shown by the formula and the following characteristics: (a) molecular weight 31,000 (SDS-PAGE), (b) isoelectric point 8.5-8.9, (c) fibrinolysis activity and (d) hydrolysis activity to synthetic substrate (Suc-Ala- Pro-Phe-MCA) is obtained. This protein shows fibrinolysis activity by oral administration even with a very small amount of about 20mg per adult."
804,35953405,en,"PURPOSE:To prevent the posture of an image from being changed by positioning an incident optical axis on a 1st optical element, an outgoing optical axis from a 3rd optical element and 1st and 2nd reflected optical axes, on the same plane. CONSTITUTION:This system is provided with the 1st optical element 6 which bends the course of a light beam having the incident optical axis AI, which passes through an objective lens 5 and is made incident, at right angle, a 2nd optical element 7 which bends the course of the incident light beam from the 1st optical element 6 at right angle twice and projects the light beam in a parallel and opposite direction to the incident light beam at a position where the optical axis is misaligned, and the 3rd optical element 8 which bends the incident light beam from the element 7 at right angle to project as the light beam having the outgoing optical axis A0. When the incident optical axis AI and the outgoing optical axis A0 are parallel and in the same direction, the incident optical axis AI, the outgoing optical axis A0 and the 1st reflected optical axis A1 and the 2nd reflected optical axis A2 are made to position on the same plane. Thus, the nearly same height of an eye point is obtained at the same angle of depression or at a smaller angle, and the posture of the image is not changed."
805,35953406,en,"PURPOSE:To reduce number of input selector switches, to facilitate the operation and to prevent mis-operation of a selector switch in the view finder input changeover device for the video camera. CONSTITUTION:When an external video signal is inputted from an external VTR signal input terminal 7, a selector switch 4 is closed to switch a changeover switch 3 to the position of an external video signal application terminal 3b. When a video signal is inputted from the input terminal 7, it is detected by a synchronizing separator circuit 8 and a level detection circuit 9 and a changeover switch 5 connects the input terminal 7 and the external video signal application terminal 3b of the changeover switch 3. Then the external video signal from the input terminal 7 is fed to a view finder section 1 through the changeover switches 5, 3. Thus, number of input selector switches is reduced to be only one and the operation is facilitated and mis-operation of the selector switch is prevented."
806,35953407,en,"PURPOSE:To improve rigidity without enlargement in a lathe, in which a bed upper surface is tilted due to the natural drop of a chip. CONSTITUTION:This frame structure is applied to a lathe, which is having a main spindle 2 in parallel to the width direction of a bed 1 and in which a work working region B on the upper surface of a bed 2 is downwardly tilted forward. In such a lathe, part or the whole of a head stock 6, supporting a main spindle 2, is made a cast item integral with a bed 1. A width direction part 1a, in which the head stock 6 of a bed 1 is arranged, is protruded forward beyond the width direction part 1b in the work working region B to expand a depth dimension. A chip receiver 19 is located on a floor surface in the front of the work working region B."
807,35953408,en,"PURPOSE:To obtain a recorder which has an electric connection between recording means and holding means and in which a contact member of the holding means is freely swingably constituted to perform a stable electric connection with high reliability. CONSTITUTION:When a record signal is input externally to a recorder, a paper feed mode motor 8 is driven to rotate a platen roller 7, and a recording medium P is conveyed in a direction (b). When the medium P is conveyed to a recording position, a carrier motor 5 is driven to rotate a lead screw 3, and a carrier B which places a head cartridge A is moved in a direction (a). As the carrier B moves, ink is discharged from the cartridge A to record the medium P. Then, a contact member 13 is electrically connected to a supporting plate 12 in a slidable engagement of a semispherical recess 13e1 with a protrusion, and can be oscillated with the plate 12. Further, the member 13 is not oscillated more than required since a pad receiver 13c is supported by locking of the plate 12 to a locking pawl 12b, and not dropped from the plate 12."
808,35953409,en,"PURPOSE: To produce a high strength Al alloy well satisfying more excellent high-temp. strength than that of a conventional heat resistant Al alloy, especially tensile strength at high temp. required by parts of an engine, a compressor, etc. CONSTITUTION: This high strength Al alloy consists of, by weight, 2.0-3.5% Cu, 1.0-2.5% Mg, 0.8-1.4% Fe, 0.8-1.4% Ni, 0.05-0.25% Cr, 0.05-0.25% Zr, <=0.25% Si, 0-0.4% Mn, 0.001-0.1% Be, 0.005-0.05% Ti, 0.0005-0.01% B and the balance Al with inevitable impurities. The Al alloy material has excellent strength in the temp. range from room temp. to 150 deg.C."
809,35953410,en,"PROBLEM TO BE SOLVED: To prevent a detection error due to noise and the like when an automobile is rotated for obtaining a circular vector, to simplify the computing processing, and to correct a detection error due to a magnetic characteristic specific to a moving body such as the automobile. SOLUTION: The azimuth detector is provided with a controlling means which receives an output signal from a magnetic sensor outputting a detection signal corresponding to the earth magnetism provided with a phase angle of approximately 90 degrees on the same plane so as to detect an azimuth and corrects a fluctuation error from the earth magnetism due to a magnetic characteristic specific to a moving body according to the center point correction from a circular vector obtained from the rotation of a magnetic sensor. The azimuth detector is also provided with a judging function by which the center is found from the detector coordinates of at least three points on the circular vector and computing of the center is carried out on the basis of the judgement on whether an absolute value of a coordinate data difference is higher than an optional value R or not. The center of the circular vector is found according to (X1+X2)/2 and (Y1+Y2)/2, and a fluctuation error is corrected by subtracting the data of the center from the respective data of detected coordinates (X, Y) on the circular vector."
810,35953411,en,"PROBLEM TO BE SOLVED: To surely emergency-inject a plenty of emergency cooling water necessary for core cooling into reactor vessel by forming pressure-equalizing path of which both ends are connected to a pair of openings provided on cylindrical wall of a volute diode. SOLUTION: A pair of openings 9, 9 are punched in a cylindrical wall of a volute diode 5 putting an outflow hole 5d in between. To these openings 9, 9, a pressure equalizing path 10 connected at both ends is formed. If the pressure in a reactor primary cooling system pipe largely lowers, a check valve opens and emergency cooling water 6 is injected by way of the volute diode 5. Even if pressure difference due to production error of the volute diode 5 is caused, the pressure difference is cancelled by way of the connection path 11 in the equalizing path 10 connected to the openings 9, 9. Therefore, the flow reduction of emergency cooling water at the injection initiation caused by the production error of the volute diode 5 is prevented and a plenty of emergency cooling water necessary for core cooling and the like can be surely emergency-injected in the reactor."
811,35953412,en,"PROBLEM TO BE SOLVED: To advance a reformation of an oxide film due to an oxycarboxylic acid to restore defects even if defects of a dielectric oxide film occur due to water and chlorine in the vicinity of an anode lead in an interior of a capacitor by a method wherein this capacitor is composed of a solution and a solute, and also is arranged with the oxycarboxylic acid of a specified amount. SOLUTION: This aluminum electrolytic capacitor is composed of a solvent and a solute, and also an oxycarboxylic acid of 0.1 wt.% or more is annexed thereto to prepare an aluminum electrolytic capacitor driving electrolyte, and it is constituted using this aluminum electrolytic capacitor driving electrolyte. The oxycarboxylic acid has characteristics of impeding a pitting reaction of chloric ions and aluminum by complex formation with aluminum, and even when the aluminum electrolytic capacitor is used for a long time at high temperatures and at high humidities, the occurrence of anode lead erosion and disconnection is eliminated. As an embodiment of the oxycarboxylic acid, there are a salicyl acid, a gentisic acid, β-resorcin acid, γ-resorcin acid, etc."
812,35953413,en,"PROBLEM TO BE SOLVED: To provide a presentation system capable of controlling the position of a cursor so that a cursor included in a display image can instruct a pointing position exactly and easily to watch on the basis of the detected pointing position by exactly detecting the pointing position on a screen. SOLUTION: This presentation system comprises a plurality of position reference parts 30-1, 30-2 and 30-3 provided on a screen 20 for exchange ultrasonic signals for pointing with a pointing stick 40, a digitizer 50 for detecting the pointing position on an image on the basis of the receiving time difference of ultrasonic signals for pointing exchanged by the plurality of position reference parts, and a cursor control means for controlling the position of the cursor included in the display image on the basis of the detected pointing position. The cursor control means is provided in a projector 10 and performs setting processing of the display condition of the cursor corresponding to the detected pointing position."
813,35953414,en,"PURPOSE:To produce the title Si3N4 with a remarkably reduced carbon content, by heating a mixture of silica and carbon in a gaseous mixture of NH3 and an inert gas other than N2 at the time of producing Si3N4 by a silica reduction method. CONSTITUTION:A mixture of silica and carbon (with or without seed powder) is heated in a gaseous mixture of NH3 and an inert gas other than N2. Consequently, the carbon content in the Si3N4 powder can be remarkably reduced. Ar, He, Ne, etc., can be appropriately used as the inert gas. The gaseous CO generated in the reaction process can be removed by the reaction with NH3 since NH3 is mixed in the atmospheric gas. The C generated in the synthesis process reacts with NH3 and is removed. Since CO and C are thus removed as gaseous CH4 or gaseous C2H2, the inclusion of C into the Si3N4 powder to be synthesized is prevented."
814,35953415,en,"PURPOSE:To realize an option circuit even in one chip microcomputer except a mask ROM edition by defining the specific area of a program ROM to be the setting information storing area of the option and setting the option by the use of this information during a reset period. CONSTITUTION:At the time of applying the reset, a CPU 2 opens a bus wiring 6 and a counter 8 operating only at the time of a reset operation starts to count. The output of the respective digits of the counter 8 is connected to the bus wiring 6, this output is made active to successively make access to areas where the setting information of the option in the program ROM 3 enters. Then, the output of the program ROM 3 reaches a peripheral circuit 5 through the bus wiring 6 to drive the enable line of a D latch circuit 56 through an address decoder 57. Thereby, the D latch circuit 56 catches the signal of the bus wiring 6 and holds and outputs a held value from a Q output line."
815,35953416,en,"PURPOSE:To permit a delay with respect to the start of turning on of a power supply to generate the power-ON resetting signal of plural kinds by connecting plural circuits generating signals immediately after power is supplied and delay circuits in serial. CONSTITUTION:In the section 6 of Vcc=0, output buffer driving elements BD11 and BD41 discharge a charge adjusted to the capacity of output buffer driving elements, and the potential of output terminals T1 and T2 are zero. In the section 7 of Vcc=A(V), charge is performed by a pull-up resistance element P1 with respect to the capacity of the output buffer driving elements BD21-BD23, and the voltage waveform of the terminal T1 comes to be a waveform 4. A pull-up resistance element P2 is controlled by the voltage change of the output terminal T1, and the capacity of the output buffer driving elements BD31-BD33 is charged, whereby the voltage waveform of the output terminal T2 comes to a waveform 5 with a delay d1. Thus, two kinds of delay can be generated with respect to the start of power supply."
816,35953417,en,"PURPOSE:To obtain the title composition improved in cohesive force, tack and adhesion to curved surfaces by mixing a polymer having a (meth)acryloyl group and a tackifying resin having a (meth)acryloyl group. CONSTITUTION:100 pts.wt. composition prepared by mixing 100 pts.wt. (meth) acryloyl-containing polymer (e.g. polybutadiene having acryloyl groups at both ends) of a glass transition temperature of 0 deg.C or below and a number-average molecular weight of 1000-200000 with 0.5-100 pts.wt. tackifying resin having 0.2-1.8 (meth)acryloyl groups on the average per resin molecule is mixed with 0.01-20 pts.wt. photoinitiator (e.g. benzoin), 0.0001-0.3 pt.wt. storage stability improver (e.g. hydroquinone), an organic solvent, a leveling agent, an antifoamer, a flow suppressor, etc."
817,35953418,en,"PURPOSE:To obtain an elastic molded product free from delamination by installing a cushioning part of an elastic material which has similar flexibility, heat resistance, and mold lubricity, within a required extent, to the elastic molded product on the mold surface facing the joint part between the elastic molded product and a joint body in the mold. CONSTITUTION:An elastic material is injected from an inlet 13 formed in an upper mold 12 into a cavity 14 formed among an upper and lower molds 11, 12, a core 13a-13f, and the end parts of a channel body 2, 2. When a piece body 3, as a joint body, is injection molded in a cavity part 14, glass run 1, which is free from delamination and flashes in joint P.L. part between the channel body 2, 2 and the piece body 3, is obtained in every case. Since the dispersion of a cross section shape at the end part of the elastic molded product is absorbed by a cushioning part, when the joint body is injection molded, the generation of delamination and flashes is prevented at the joint between the elastic molded product and joint body to obtain the molded product with high molding precision."
818,35953419,en,"PURPOSE:To facilitate the separation of plate members one by one when the plate member placed on a pallet is sucked from the upper and lifted up, and to use also for the nonmagnetic plate member. CONSTITUTION:On a pallet P1 on which a plate member W is placed is equipped with a plurality of pressing members 21 in contact with both the edges of the plate member on the pallet P1 and a preload spring 24 for the urging pressing on the pressing member 21. The plate member contact surface 21a of each pressing member 21 has a serration shaped rough surface, and the lower part is inclined so as to retreat."
819,35953420,en,"PURPOSE:To automatically judge the propriety of the connecting state of electrical wiring connected to the control unit of a vehicle. CONSTITUTION:Mounted electrical wiring is connected to the connector 11 of a device main body 10. Measurement is executed in such a way that a personal computer 50 outputs commands in accordance with programs prearranged at every test item and the connecting state of a relay circuit in an input switching section 29 is set at every test item through a CPU 22 and relay control section 28 on the main body 10 side, and then, a continuity test section 24, voltage measuring section 25, or constant-current generating section 26 is suitably connected to an testing terminal. Measured results are transmitted to the computer 50 and the computer 50 judges the propriety of the data by comparing the results with prearranged reference data for judgment and outputs the judged results to a printer. Therefore, the breakage, etc., of a control unit caused by erroneous connection, etc., can be prevented, because the electrical wiring can be checked before the wiring is connected to the control unit."
820,35953421,en,"PURPOSE: To produce a high strength Al alloy well satisfying much more excellent high-temp. strength than that of a conventional heat resistant Al alloy, especially high temp. tensile strength required by parts of an engine, a compressor, etc. CONSTITUTION: This high strength Al alloy consists of, by weight, 2.0-3.5% Cu, 1.0-2.5% Mg, 0.8-1.4% Fe, 0.8-1.4% Ni, 0.01-1.0% rare earth element, 0.005-0.05% Ti, 0.0005-0.01% B, two or more among 0.1-0.6% Mn, 0.05-0.25% Cr and 0.05-0.25% Zr and the balance Al with inevitable impurities. The Al alloy material has excellent strength in the temp. range from room temp. to 150 deg.C."
821,35953422,en,"PROBLEM TO BE SOLVED: To facilitate lead laying, enlarge a luminescent effective area, and enhance sealing capability by forming an extending part on one side of a sealing film of an electroluminescent element, and folding back the extending part to the other side of the sealing film together with a current carrying lead to form a sealing part. SOLUTION: A luminescent part 11 formed by stacking a back electrode, an insulating layer, a luminescent layer and a transparent electrode is covered with upper and lower sealing films 12, 13. The end of the sealing film 12 on the transparent electrode side is made longer than the end of the sealing film 13 on the back plate side to form an extended part 15. The extended part 15 is folded back to the sealing film 13 side together with a lead 10, tightly stuck and laminated along the sealing film 13 to form a sealing part 16. By this constitution, drawing around of the lead for power supply is made easy, the luminescent surface is efficiently used by forming a sealing part of a non- luminescent part on the back plate side, and sealing capability is enhanced with the sealing part 16."
822,35953423,en,"PROBLEM TO BE SOLVED: To obtain the versatility of a rack for mounting to equipment units by enabling selecting the interval of fitting holes arranged on a fitting surface which is constituted of a pair of fitting plates and enabling applying one mounting rack to many kinds of equipment units provided with different fitting hole intervals. SOLUTION: The rack for mounting 30 is the one where the fitting plates are extended from the both edges of a front surface plate to a side part and the fitting holes are formed in the fitting plates at prescribed interval so as to mount the equipment unit. Then, it is constituted of a case body 32 having an opening surface 31, a pair of rotary shafts fixed to the case body 32, four pairs of fitting plates 36 fitted at every periphery of a pair of rotary shafts and the fitting holes 37 formed in the respective fitting plates 36. The respective rotary shafts are disposed along the both opposed edges on the opening surface 31 of the case body 32. The fitting holes 37 are formed at respectively different prescribed interval at every pair of fitting plate 36 over the shaft direction of the rotary shafts."
823,35953424,en,"PROBLEM TO BE SOLVED: To improve the fixing strength of a coil, a leader line and a bobbin by winding a wire at one end of the bobbin, providing a gold thread line, electrically connecting the gold thread line and the wire by the leader line extended from the wire and fixing the leader line and the bobbin at least by an ultraviolet ray curing adhesive material. SOLUTION: The wire 23 composed by winding one end side is provided on the outer peripheral surface of the bobbin 21 composed of paper, aramid mica or polyimide resin or the like of an insulation material which is a non- magnetic material provided with a hollow hole 22 and the wire 23 is composed by coating a conductor composed of copper, aluminum or the alloy material with a self-fusing type insulation material such as resin. The leader line 24 is provided from the part at the winding end of the wire 23 to the other end of the bobbin 21. The leader line 24 is provided by peeling off the self-fusing type insulation material from the wire 23. The leader line 24 is electrically connected with the tinsel line 25 at one end of the bobbin 21. Then, at least the leader line 24 is fixed to the outer peripheral surface of the bobbin 21 by the ultraviolet ray curing adhesive material 26."
824,35953425,en,"PROBLEM TO BE SOLVED: To provide a presentation system capable of surely recognizing a pointing position on an image on the basis of a wireless signal for pointing transmitted from a pointing stick without requiring synchronism with the receiving side. SOLUTION: This presentation system is provided with at least three position reference parts 30-1, 30-2 and 30-3 provided on a screen 20 for receiving ultrasonic signals for pointing which have been transmitted from the pointing stick 40 and a digitizer 50 for detecting the pointing position on the image on the basis of the time difference of signals received by the plural position reference parts. The digitizer 50 detects the pointing position on the image by collating equal distance difference line information based on the distance among the respective position reference parts and the receiving tie difference with the real receiving time difference."
825,35953426,en,"PURPOSE:To efficiently produce the title Si3N4 with a remarkably reduced carbon content, by heating silica in a gaseous mixture of NH3 and an inert gas other than N2 at the time of producing Si3N4 by a silica reduction method. CONSTITUTION:Silica is heated in a gaseous mixture of NH3 and an inert gas other than N2 (e.g., Ar, He, Ne, etc.). Consequently, the carbon content in the Si3N4 powder can be remarkably reduced. Since the Si3N4 is formed by the reaction of SiO2 and NH3 in this method without using C, C is not contained in the Si3N4 powder, however the Si3N4 tends to oxidize by the H2O generated in the above-mentioned reaction. The oxidation can be controlled by decreasing the partial pressure of H2O in the atmosphere, and the flow rate of NH3 is increased or an inert gas is mixed into NH3 to increase the gas flow rate for the purpose."
826,35953427,en,"PURPOSE:To dispense with an auxiliary D/A converter and, simultaneously, to execute a correction with a little correcting data by using an adder. CONSTITUTION:A digital signal 2 is received, n-bit converting data 4 are prepared, and high order m-digits among the converting data 4 are converted by a high order m-digits D/A converter 12. On the other hand, correcting data 8 of the selected high order m-digits are added to the data of a low order (n-m)-digits by a register 9 and an adder 10, and they are made into final correcting data. The final correcting data are converted by a lower order (n-m)+1/2-digits D/A converter 11, the data converted by the lower order (n-m)+1/2-digits D/A converter 11 and high order m-digits D/A converter 12 are made into an analog output 3, and the D/A converter with a high accuracy can be obtained."
827,35953428,en,"PURPOSE:To shorten a printing cycle by constituting a pulse generating circuit so as to contain a heat insulating pulse generating circuit generating a heat insulating pulse for supplying a heat insulating pulse current to a dot heating unit during a period when printing is not performed by a thermal head. CONSTITUTION:The pulse generating circuit 2 of a thermal printer generates two kinds of drive pulses SD1, SD2 synthronous to the printing timing signal St from a higher rank circuit and heat insulating pulses ST1, ST2 but a pulse selection circuit 4 selects the pulse corresponding to the pulse history signal Sh given from a printing history signal generating circuit 1 among four kinds of the inputted drive pulses and heat insulating pulses to output the same. When either one of the heat insulating pulses ST1, ST2 is selected to allow an output current to flow to a dot heating unit 6a even at a cycle tau0 performing no print ing, the temp. T of the dot heating unit does not become lower than definite temp. TM. Since the time tauD supplying a current to the dot heating unit 6a at the time of printing, that is, the length of the driving pulse can be made shorter than that in a case using no heat insulating pulse signal ST, the total printing cycle can be shortened."
828,35953429,en,"PURPOSE:To prepare substantially spherical resin particles having arbitrary diameters and a narrow diameter distribution by selecting particles mainly comprising a resin contg. ionic groups and a vinyl polymer contg, counter-ionic groups to the resin. CONSTITUTION:The title particles are spherical ones mainly comprising a resin contg. ionic groups and a vinyl polymer contg. counter-ionic groups, and can have arbitrary diameters as far as the mean diameter D is 0.1-100mum, 70wt.% or higher of the particles having a diameter in the range of 0.5D-2D. 70% or higher, on an average, of the particles have a sphericity of 0.7 or higher. The particles are obtd. by polymerizing a vinyl monomer constituting the vinyl polymer in an aq. dispersion of fine particles of the resin contg. ionic groups in such a manner that the equivalent ratio of the ionic groups in the resin to the counter-ionic groups in the vinyl polymer is 0.5-10."
829,35953430,en,"PURPOSE:To reduce the number of parts and the manday for assembling and processing by boring by-pass ports in an end plate of a fixed scroll, and engaging a capacity control block having a by-pass route and a valve mechanism built-in with the fixed scroll. CONSTITUTION:A pair of by-pass ports 33a and 33b are bored in an end plate 11 of a fixed scroll 10 so as to communicate with compression chambers 19a and 19b. A capacity control block 50 is arranged so as to be stuck fast to the outside surface of the end plate 11 of the fixed scroll 10, and an engaging recess part 51 is engaged with an engaging projection part 10a arranged in the fixed scroll 10 so as to be arranged fixedly in a housing 1. A discharge hole 53 to communicate with a discharge port 29 is bored in the central part of the capacity control block 50, and the discharge hole 53 is opened/closed by means of a discharge valve 30 fastened with bolts to the outside surface of the control block 50 together with a retainer 35. Thereby, processing of the fixed scroll and the capacity control block can be made easily, and its cost can be reduced significantly, and the capacity control block can be also integrated into the housing easily."
830,35953431,en,"PURPOSE:To make it possible to manufacture a plastic U-shaped channel having better incombustibility and excellent weatherability by adding both an acid absorbent and an ultraviolet absorbent to high density polyethylene incapable of combustion by halogen compound. CONSTITUTION:As high density polyethylene having density 0.940-0.965g/cm, homopolymer of ethylene and copolymer constituted of ethylene and other monomer (for example, propylene, butene-1, hexene-1, etc.) are prepared. After that, as an incombustible agent, a combined compound combining halogen compound with antimony oxide is prepared. Then, an acid adsorbent constituted of sodium hydrosulfite and/or metal soap is prepared. Ultraviolet absorbent 0.1-5wt. is added to high density polyethylene 100 wt.. incombustible sorbent 1-50wt. and acid absorbent 0.05-5wt. they are mixed to make composition, and the composition is formed to manufacture an incombustible plastic U-shaped channel."
831,35953432,en,"PURPOSE:To facilitate separation of a plate member when the plate member placed on a material pallet is sucked and lifted, and to prevent a mechanism for separation from obstructing a variety of operations, when a vacant pallet is used in circulation as product pallet in a plate member stocker. CONSTITUTION:As for a plate member stocker 1, a separating device consisting of a separating mechanism 20 and a turning-down mechanism 36 is installed. The plate member stocker 1 is equipped with a rack 5 having plural stages of placing shelves 8 for the pallets P1 on which the plate members W are placed and a pallet replacing device 42 for replacing the pallet P1 between the shelves 8. The pallet replacing device 42 is constituted of an elevator 6 and a mechanism for taking-in/out the pallet P1. The separating mechanism 20 is a mechanism for pressing both the edge surfaces of the plate member W placed on each pallet P1 on a rough surface by the springy pressure of a pressing member 21, and is installed in a tiltable manner on each plate P1. The turning-down mechanism is a mechanism for turning down the separating mechanism 20 by engaging a scraper 37 which can be raised and lowered, with a pressing member 21, etc., through the shift of the pallet P1."
832,35953433,en,"PURPOSE:To obtain a wound coating material which easily absorbs body fluid to attain a gelatinous form and maintains a wound in a moist state by gelatinizing an aq. soln. contg. sodium alginate and water-soluble polymer or a water-soluble low molecular saccharides with an aq. soln. contg. bivalent or higher valency metal ions. CONSTITUTION:This wound coating material to be stuck to a lesion in treatment of a heat wound, scratch flaw, ulcer, etc., is so prepd. as to obtain the wound coating material by gelatinizing the aq. soln. contg. the sodium alginate and the water-soluble polymer or water-soluble low molecular saccharides with the aq. soli. contg. the bivalent or higher valency metal ions. The water-soluble polymer includes, for example, a polyvinyl pyrrolidone, locus bean gum, guar gum, etc. The water-soluble low molecular saccharides include, for example, glucose, lactose, scrose, etc., and the bivalent or higher valency metal ions include, for example, cations of calcium, aluminum, magnesium, manganese, etc."
833,35953434,en,"PURPOSE: To detect defects of lumber such as a knot, a crack and a decayed part surely, fast and automatically. CONSTITUTION: This equipment comprises a running means 1 for making lumber 2 to be inspected run at a prescribed speed, a one-dimensional TV camera 3 for picking up an image of the surface 2 of the lumber 2 transferred by the running means 1 and a defect detecting means 4 for detecting defects A, B and C of the lumber 2 on the basis of image signals of the surface of the lumber 2 from the one-dimensional TV camera 3. The one-dimensional TV camera 3 is provided in the direction intersecting perpendicularly the direction of running of the lumber 2 and over the full length of the width of the lumber 2."
834,35953435,en,"PROBLEM TO BE SOLVED: To smooth rotary motion by alleviating the effect of magnetism on a magnet rotor from the derivative exciting pole, which is formed on the side of a ring-shape yoke at the other side by the exciting pole of a ring-shaped yoke on one side. SOLUTION: The position of a center L1 of a first magnet 36a with respect to the axial direction of a rotary shaft 37 is provided on the side of a second ring-shaped yoke 29 than the position of an aligning center L2 with respect to the axial direction L of pole teeth 25 and 26 of a first ring-shaped yoke 22 corresponding to the outer surface of the magnet. In the meantime, the position of a center L3 with respect to the axial direction L of a second magnet 36b is provided on the side of a first ring-shaped yoke 22 than the position of an aligning center L4 with respect to the axial direction of pole teeth 32 and 33 of the second ring-shaped yoke 29 corresponding to the outer surface of the magnet. Thus, the two-phase excited PM-type stepping motor is constituted."
835,35953436,en,"PROBLEM TO BE SOLVED: To facilitate the maintenance of a filter tank in a bathtub system wherein a circulating type hot bath device and a bathtub are integrated. SOLUTION: A suction port 3 and an emitting port 4 are arranged to one short side of a bathtub 1 and respective machineries of a hot bath device excepting a filter tank 10 are attached to the slide bracket arranged to the other short side of the bathtub 1 and an opening and closing lid 11 is arranged to the surface of the rim 14 on the side of one short side 2 in such a mode that the filter tank 10 is separated from the respective machineries of the hot bath device in an observable mode and the hot water outlet and inlet pipings 3a, 4a allowing the suction port 3, the emitting port 4 and the respective machineries are arranged so as to extend to the rear of an apron 5. By this constitution, the apron 5 is detached and maintenance can be performed without drawing out the slide bracket."
836,35953437,en,"PROBLEM TO BE SOLVED: To improve the precision of character recognition when a postal code and an address described on a business form is read and recognized. SOLUTION: In a character reader in which an address dictionary is preliminarily stored, the postal code and the address are read and recognized from the business form (S2), address information corresponding to a recognition result regarding the postal code is taken out from the address dictionary (S3), the address information is compared with a recognition result regarding the address on the business form and the degree of the coincidence of characters between them is calculated (S5). When the calculated degree of coincidence is larger than a specified reference value (S6: Yes), the taken address information is outputted as the address described on the business form (S10), and when the degree of coincidence is smaller than the reference value (S6: No), the recognition result regarding the address on the business form is outputted as the address described on the business form (S7)."
837,35953438,en,"PROBLEM TO BE SOLVED: To manufacture a slush molded skin provided with cushioning properties and also with improved outer appearance, design properties and soft feeling by using a skin of two layers formed of a foaming outer layer and a solid inner layer and also manufacture a molded body using the skin. SOLUTION: A slush molded skin 4 is formed of a foaming outer layer 2a and a solid inner layer 2b laminated together. In that case, the outer layer 2a is formed by slush molding the powder of a thermoplastic elastomer composition composed at least of a propylene resin, a hydrogenated styrene butadiene rubber, a processed oil, an elastomer of superior oil absorption power, an inner release agent and a foaming agent, and the inner layer 2b is formed by slush molding the powder containing at least a propylene resin, a hydrogenated styrene butadiene rubber, a processed oil, an elastomer of superior oil absorption power and an inner release agent."
838,35953439,en,"PROBLEM TO BE SOLVED: To provide a projection image display device capable of correcting the distortion of a projected image on a screen by utilizing a function for automatically detecting a pointing device by using a signal transmitted/received to/from a pointing means, that is impossible heretofore. SOLUTION: This projection image display device is provided with a projector 10 for projecting an image on the screen, plural position reference parts 30 provided on the screen for transmitting/receiving ultrasonic signals for pointing to/from a pointing stick 40, a digitizer 50 for detecting the pointing position on the image on the basis of the receiving time difference of the ultrasonic signals received by the plural position reference parts and a processing means for performing prescribed processing on the basis of the detected pointing position. The processing means projects an image for correction including plural reference points on the projecting means and corrects the distortion of the projected image on the basis of pointing position data provided by pointing the respective reference points by using the pointing means."
839,35953440,en,"PURPOSE:To produce the title Si3N4 with a remarkably reduced carbon content, by heating a mixture of silica and carbon in a gaseous mixture of NH3 and a gaseous hydrocarbon at the time of producing Si3N4 by a silica reduction method. CONSTITUTION:A mixture of silica and carbon (with or without seed powder) is heated in a gaseous mixture of NH3 and a gaseous hydrocarbon (CmHn). A gas capable of forming a hydrocarbon in a synthesis atmosphere is included in the gaseous hydrocarbon. The carbon content in the Si3N4 powder can be remarkably reduced by this method. The CO generated in the reaction process is removed by the reaction of CO and NH3. The generated C also reacts with NH3 and is removed. Since the CO and C are thus removed as gaseous CH4 or gaseous C2H2, C is not mixed into the Si3N4 to be synthesized. Besides, CmHn is allowed to react with the reaction product H2O, converted into CO, and removed, and the oxidation of Si3N4 by H2O is prevented by decreasing the partial pressure of H2O in the atmospheric gas."
